11.925 0.00762655 
11.775 0.00769066 
11.625 0.00879545 
11.475 0.00832367 
11.325 0.00853958 
11.175 0.00834732 
11.025 0.00753678 
10.875 0.00788423 
10.725 0.00801311 
10.575 0.00750609 
10.425 0.00898464 
10.275 0.00855226 
10.125 0.00844545 
9.975 0.00864641 
9.825 0.00819968 
9.675 0.00829582 
9.525 0.00800363 
9.375 0.00825196 
9.225 0.00765833 
9.075 0.00839965 
8.925 0.00838349 
8.775 0.00842374 
8.625 0.00888502 
8.475 0.00833154 
8.325 0.00943073 
8.175 0.00918315 
8.025 0.00986671 
7.875 0.00869083 
7.725 0.00861938 
7.575 0.00891251 
7.425 0.00917066 
7.275 0.0100914 
7.125 0.00932167 
6.975 0.00922648 
6.825 0.00891699 
6.675 0.00980634 
6.525 0.00911288 
6.375 0.00872913 
6.225 0.00924479 
6.075 0.00887441 
5.925 0.00909301 
5.775 0.00914244 
5.625 0.00953173 
5.475 0.00911673 
5.325 0.00973623 
5.175 0.0103078 
5.025 0.0106937 
4.875 0.0105332 
4.725 0.0101529 
4.575 0.0107726 
4.425 0.0110803 
4.275 0.0103686 
4.125 0.00961737 
3.975 0.0105656 
3.825 0.0109678 
3.675 0.0104478 
3.525 0.0109865 
3.375 0.0108264 
3.225 0.0118539 
3.075 0.0117688 
2.925 0.0123869 
2.775 0.0122601 
2.625 0.0111973 
2.475 0.0119116 
2.325 0.0124769 
2.175 0.0117095 
2.025 0.0126348 
1.875 0.0137067 
1.725 0.015572 
1.575 0.0156581 
1.425 0.0153733 
1.275 0.0153885 
1.125 0.016174 
0.975 0.0183958 
0.825 0.0184816 
0.675 0.0218406 
0.525 0.0270908 
0.375 0.0469673 
0.225 0.0733661 
0.075 nan 
