# cl_noweight cl_linear cl_neuralnet
5.388348706594457050e-06 5.476629732626507145e-06 5.417855233158332443e-06
5.433686482012204947e-06 5.541403175566587306e-06 5.508707207325915275e-06
5.593934346483463324e-06 5.710360741399130596e-06 5.699986339831233404e-06
5.789653410033096966e-06 5.899632796866658892e-06 5.892683228943920036e-06
5.905415702789164320e-06 6.003309378720545207e-06 5.981065751813671033e-06
5.919162299776878019e-06 6.014714681618692754e-06 5.973896235932915833e-06
5.904179957595029822e-06 6.012144447202059266e-06 5.965142311462425491e-06
5.910060816883211966e-06 6.035422663415421804e-06 5.995807590704556129e-06
5.891816116414362250e-06 6.025643951375554333e-06 5.995186486270953243e-06
5.795921176572357539e-06 5.923177428433466740e-06 5.894278116579278492e-06
5.681252079261379596e-06 5.791997706849615260e-06 5.760391277107553233e-06
5.676191282513148970e-06 5.772329313713888384e-06 5.742602900911675765e-06
5.798622713288838626e-06 5.891526932190047211e-06 5.869080893171610033e-06
5.888777167825937725e-06 5.988238801336736404e-06 5.971210335734352587e-06
5.776700875428130259e-06 5.880990008700155175e-06 5.865593816183198636e-06
5.481565322445304226e-06 5.580377394751605284e-06 5.571687317081726821e-06
5.186850109444477594e-06 5.274187835452737696e-06 5.283389189932570311e-06
5.034853983038462395e-06 5.115195930916309248e-06 5.143214216278129253e-06
5.006320680171450781e-06 5.086932471194382309e-06 5.117247220681518984e-06
5.004525602893155183e-06 5.086490290988603977e-06 5.100662077422741973e-06
4.995735036047885226e-06 5.075253994978725511e-06 5.073038385769845562e-06
5.032462155407721567e-06 5.105468386418508773e-06 5.103136127834058706e-06
5.167934565502199082e-06 5.228101108814913635e-06 5.237655781003800907e-06
5.381121382552648218e-06 5.418450899217460207e-06 5.435559483233890129e-06
5.582819013215232321e-06 5.593754098444200867e-06 5.607508735889737087e-06
5.686284477848219218e-06 5.685669399931178154e-06 5.692213436855213947e-06
5.679025895979659444e-06 5.694263349812350953e-06 5.695130683711661339e-06
5.626966510617998137e-06 5.676627871484091171e-06 5.669672148671642370e-06
5.602026871528283083e-06 5.682584401289679422e-06 5.664149511903626858e-06
5.618936339721943441e-06 5.711026391853247368e-06 5.686698709451492690e-06
5.659929636939771351e-06 5.741222707568406198e-06 5.725410692423683011e-06
5.732600111577507963e-06 5.785486767602875580e-06 5.785864740753679274e-06
5.851611916046165454e-06 5.870088350279412677e-06 5.877119719631766386e-06
5.972747055281552608e-06 5.969675643382662004e-06 5.966146894004610824e-06
6.012586914799882439e-06 6.013739280816245726e-06 5.992272572893229517e-06
5.951295619899809430e-06 5.972438721523578113e-06 5.939653089330629617e-06
5.853211346851454035e-06 5.884262223221253907e-06 5.849458752945495388e-06
5.757720037774441058e-06 5.776552731043594716e-06 5.741164919656434959e-06
5.623253642675820683e-06 5.624001710666963401e-06 5.583069412601375144e-06
5.438606928869828768e-06 5.438632471053478755e-06 5.389536726083322049e-06
5.321246704961977848e-06 5.339390903475400420e-06 5.287282850059533303e-06
5.403116449299198130e-06 5.438399963664454431e-06 5.393529479955490439e-06
5.640664519240089571e-06 5.674872861359537741e-06 5.644146746335402013e-06
5.837985620843172787e-06 5.852456044225393435e-06 5.832113301233073292e-06
5.861814473363808087e-06 5.847538442030035606e-06 5.824840432422406686e-06
5.739302816597621865e-06 5.697229265103226234e-06 5.662257415069072341e-06
5.531412530774136044e-06 5.471871021986514590e-06 5.428789468124486663e-06
5.231508870646167556e-06 5.173488482876732501e-06 5.138495841438595846e-06
4.863400546866075057e-06 4.827780109665267638e-06 4.814844572461331785e-06
4.584707868065133947e-06 4.583828444997244399e-06 4.593009897222158652e-06
4.566581065074470142e-06 4.599855692726004215e-06 4.618444311228164441e-06
4.785043217130897396e-06 4.843512312345143123e-06 4.854688353080438349e-06
5.026254963412285508e-06 5.099495464831955449e-06 5.088772147415539288e-06
5.108275013952464582e-06 5.187943058287381380e-06 5.147183785023449660e-06
5.030515753011956104e-06 5.110727643650880073e-06 5.044063986979077050e-06
4.902704115942487081e-06 4.979097890304922622e-06 4.906315539793802512e-06
4.808378182804792516e-06 4.876838337622847138e-06 4.824522023852985138e-06
4.771456150958010716e-06 4.827977004832788601e-06 4.810989372682023479e-06
4.790173515790516431e-06 4.832580196786574126e-06 4.843708864119720340e-06
4.844342466614937481e-06 4.873969279964302428e-06 4.893622510444362545e-06
4.894098363208274775e-06 4.915968169607110940e-06 4.930613416570124564e-06
4.914638444105816902e-06 4.937539895583305993e-06 4.945574591717633813e-06
4.921686463164454360e-06 4.957648788976095494e-06 4.959046457238762221e-06
4.940045045265585440e-06 4.998391768056241367e-06 4.986202029079327450e-06
4.967865354667973368e-06 5.044113193998322789e-06 5.011894337011914714e-06
4.995556760217285054e-06 5.067371298593011825e-06 5.022698226238909369e-06
5.032705007796422899e-06 5.073547117113795835e-06 5.037501834459529912e-06
5.081487927505790802e-06 5.082378824735559264e-06 5.072625382513425102e-06
5.106641717714258813e-06 5.083473978852459843e-06 5.099565620862976294e-06
5.078713284447475311e-06 5.057508520301488520e-06 5.083853047559100376e-06
5.040035437124379731e-06 5.037234591394966844e-06 5.058540300096810792e-06
5.079654204429462794e-06 5.096786876690305055e-06 5.110151843872827341e-06
5.231668304609514357e-06 5.264129890581929350e-06 5.279550243395969538e-06
5.432683567789750532e-06 5.479167694564926831e-06 5.510766753128991074e-06
5.592120211701206002e-06 5.656540829131560049e-06 5.710234559974278982e-06
5.674528781998115411e-06 5.761167957362639916e-06 5.826313806285230636e-06
5.697559985977775333e-06 5.802527056610857954e-06 5.856325276360551374e-06
5.677635925674713675e-06 5.782406181917685850e-06 5.807082815610599665e-06
5.603545535543829367e-06 5.679895574322639790e-06 5.677375096948101268e-06
5.451669933742172731e-06 5.479497819611285507e-06 5.467807912528822455e-06
5.211400352973230049e-06 5.194107051341916090e-06 5.190430150587611100e-06
4.909628798903981551e-06 4.869778972806330372e-06 4.880315420305174242e-06
4.626000912133125810e-06 4.585372838166893558e-06 4.609758357642080543e-06
4.465376590962681371e-06 4.431479265363284286e-06 4.468561794906338788e-06
4.484284896647288016e-06 4.455253211901914894e-06 4.499973368606689111e-06
4.643036038381241825e-06 4.619674754321802753e-06 4.660793780402769468e-06
4.850103820560830083e-06 4.839193812223320423e-06 4.869155207974417111e-06
5.055044961470808683e-06 5.063129054943883123e-06 5.089585752046194138e-06
5.275472128480588117e-06 5.302519560458943907e-06 5.342177438416488608e-06
5.521194455747700199e-06 5.559228019396943526e-06 5.617243677765002170e-06
5.714142505998646320e-06 5.750437870575182358e-06 5.810801311636527165e-06
5.723296982933859086e-06 5.747812311938668070e-06 5.787764043815575833e-06
5.502194644681245805e-06 5.516178129901641567e-06 5.527494690269551320e-06
5.177159907327210202e-06 5.194365371167035362e-06 5.188111613425256301e-06
4.960005798959887395e-06 4.996161003145748758e-06 4.990167452714983242e-06
4.953163971219603591e-06 5.012803100840456070e-06 5.018720663234857679e-06
5.063535325638225792e-06 5.137118349690789122e-06 5.157171737461192298e-06
5.133324522969277863e-06 5.204997354030246347e-06 5.234884867523967707e-06
5.129538237813778728e-06 5.185555900086744291e-06 5.218420269201540930e-06
5.155054464214925274e-06 5.188045774361806260e-06 5.218937158158435421e-06
5.283036696291626022e-06 5.294781538976623326e-06 5.323628230347259226e-06
5.453094230405899002e-06 5.454952376802485270e-06 5.483860529371315095e-06
5.562463585025271270e-06 5.568886397950330149e-06 5.595582426882655594e-06
5.596602425183785532e-06 5.615652435828767331e-06 5.631692299540044412e-06
5.607229001619756994e-06 5.639657715063064574e-06 5.637135859560455812e-06
5.600823091293650048e-06 5.648931978443533545e-06 5.627952154997068765e-06
5.529368182159463207e-06 5.601582547621329349e-06 5.569281533775573026e-06
5.385011947592275439e-06 5.487443196693633336e-06 5.450169603732168386e-06
5.227039438160557013e-06 5.353191317906945705e-06 5.311312425782516083e-06
5.099271236409361584e-06 5.232314820086054147e-06 5.182465930304423440e-06
4.989124276921802858e-06 5.112729074220494103e-06 5.053293158221050535e-06
4.896847900765472962e-06 5.000214958488172455e-06 4.933943021153974908e-06
4.874924506152583106e-06 4.950439463720989966e-06 4.882916489499791229e-06
4.941542940733392837e-06 4.985789168182319043e-06 4.922133367688838826e-06
5.008135046103225185e-06 5.027994003753732614e-06 4.970178777425640684e-06
4.975243936961425969e-06 4.987240731921448948e-06 4.933854193549763831e-06
4.886521450703902402e-06 4.904325649505539725e-06 4.854019690905383020e-06
4.907600587599165633e-06 4.930179252739319525e-06 4.887106125317514811e-06
5.128006149446715897e-06 5.141638344164185693e-06 5.117481542843137321e-06
5.431423036896316204e-06 5.422027745116866074e-06 5.430586714770161342e-06
5.591031231901468178e-06 5.553907078269241216e-06 5.601437081698200367e-06
5.473959005609373150e-06 5.415480359927344882e-06 5.495135149479229685e-06
5.149560953515927687e-06 5.083897098091232222e-06 5.178526112777583354e-06
4.834871488077301060e-06 4.778228116503047124e-06 4.867226343919888068e-06
4.745697716525655853e-06 4.709451532485874529e-06 4.773805151856374538e-06
4.949549590417537588e-06 4.937084865419108694e-06 4.963489471586128613e-06
5.310333329350888366e-06 5.321074117239482254e-06 5.308965218593166317e-06
5.581610559019067486e-06 5.616507126183918112e-06 5.583989967882715853e-06
5.592621177126987698e-06 5.652116670801753287e-06 5.629807750766805615e-06
5.367065803116719841e-06 5.443409702605733683e-06 5.454403247938644064e-06
5.072925607310686169e-06 5.148890049693464772e-06 5.191448952426036905e-06
4.874282748218727370e-06 4.933737340570050009e-06 4.985646795540886216e-06
4.829307614289525560e-06 4.869779111297885056e-06 4.911159695766401867e-06
4.889007446302669670e-06 4.922919270903350194e-06 4.952762033584594251e-06
4.954124412799335428e-06 4.997647731302766682e-06 5.026489847949336932e-06
4.945425956924047554e-06 5.005886971377614982e-06 5.035500673927854831e-06
4.861231382017594414e-06 4.933454302612783342e-06 4.949180275203497656e-06
4.780017352678029784e-06 4.852742660970006345e-06 4.837715083613903270e-06
4.788388617595087521e-06 4.854147044336008451e-06 4.808702823118014542e-06
4.900292439841618403e-06 4.960829829543566137e-06 4.905791143710066298e-06
5.058890688136130119e-06 5.122804105890188708e-06 5.084201849223738455e-06
5.210011541405092160e-06 5.285697507739855769e-06 5.276683206692859486e-06
5.343045750986288200e-06 5.432827062906577683e-06 5.448025855016517626e-06
5.452634857264502792e-06 5.551113147240623037e-06 5.574979198398021753e-06
5.495534839512076316e-06 5.591429553506132998e-06 5.611037060982384907e-06
5.420047652441033377e-06 5.500665349562903472e-06 5.512373788113729569e-06
5.234482030190525513e-06 5.292952316735201949e-06 5.298978626142109866e-06
5.024281273261299977e-06 5.066801749142862926e-06 5.066594048501236321e-06
4.895105209900886126e-06 4.941399200647905970e-06 4.927958652247132467e-06
4.903006908354843670e-06 4.976078765640379395e-06 4.943169243084737896e-06
5.031061086718187876e-06 5.142115690171263523e-06 5.095831447772605670e-06
5.216599065713072624e-06 5.356917348251164906e-06 5.316962123245633637e-06
5.397422136013275573e-06 5.543509330580176188e-06 5.528106983381919621e-06
5.539762494080017922e-06 5.666927548442549610e-06 5.674429304450184287e-06
5.625522727201593560e-06 5.719684900134725165e-06 5.727177358736988347e-06
5.619695118255722669e-06 5.681382389746733976e-06 5.663983458783491318e-06
5.477999487243136833e-06 5.519557439214623684e-06 5.471045028912518839e-06
5.216194279349246324e-06 5.255738966402561334e-06 5.189741833358704127e-06
4.960638132038236162e-06 5.014789677406826927e-06 4.948444888213106834e-06
4.877128062473182894e-06 4.954360908701316619e-06 4.895119033271885560e-06
5.011797195789123119e-06 5.110000274431175484e-06 5.058682706431252532e-06
5.221216023104194664e-06 5.331746924630417493e-06 5.293073833440992917e-06
5.300197449999127928e-06 5.414976296112991042e-06 5.399367372307113967e-06
5.181230224537322119e-06 5.296355864221575142e-06 5.310767802643878794e-06
4.980305574490770557e-06 5.094795267629990704e-06 5.134843736050602377e-06
4.849006880867663327e-06 4.963549398573940883e-06 5.016496293492772594e-06
4.824734598871371680e-06 4.942534108849083786e-06 4.997606801765569359e-06
4.844182366893698444e-06 4.968926603942424128e-06 5.024600930879121857e-06
4.857148945967261265e-06 4.986090261703347078e-06 5.048097962125348189e-06
4.874608336032924645e-06 4.995533634272133580e-06 5.067801223633145150e-06
4.919640379642480761e-06 5.019606017535956171e-06 5.096813227669265160e-06
4.985121430335408900e-06 5.062139096956794588e-06 5.132581788134015223e-06
5.048449806153926490e-06 5.109432028308662490e-06 5.167216485022152272e-06
5.087445470398815904e-06 5.133485901826965524e-06 5.186640900751662282e-06
5.071994495283635690e-06 5.092326962903794858e-06 5.154697629765259264e-06
4.985102326560942591e-06 4.971436237096790039e-06 5.045116055868249102e-06
4.874671106664707520e-06 4.838615546453700488e-06 4.907934249785457983e-06
4.838255673400309830e-06 4.808123336525593812e-06 4.853882918035095429e-06
4.913549384671331253e-06 4.913215182465664877e-06 4.930455212046869094e-06
5.016583550020696620e-06 5.050785273722099225e-06 5.049566694867195293e-06
5.042081640270825096e-06 5.100990735677129055e-06 5.092910466501768379e-06
5.004543954233387324e-06 5.076076824103116291e-06 5.065889149516853984e-06
5.013504647667961675e-06 5.088534655939421051e-06 5.077968455153882112e-06
5.109612505888279329e-06 5.180464288039270822e-06 5.172052413405278225e-06
5.202324561922455078e-06 5.262289904847577810e-06 5.254977878026812075e-06
5.205361625354244621e-06 5.250425039875742747e-06 5.236629660860626547e-06
5.169424347858515666e-06 5.199045096436674081e-06 5.172874390490674871e-06
5.212517466193530198e-06 5.229735900027518704e-06 5.197095300742522708e-06
5.344964401681405397e-06 5.356890528276499357e-06 5.331887130158583460e-06
5.436543927805361633e-06 5.452473827331789501e-06 5.443283755311507044e-06
5.370878763542737044e-06 5.396849776170344973e-06 5.399969115189355756e-06
5.185790403887875595e-06 5.221040975215550140e-06 5.231054452304272164e-06
5.037215054434653688e-06 5.077053231124345626e-06 5.097084606643996752e-06
5.048232416708743030e-06 5.088527176157181334e-06 5.126644305702592084e-06
5.207776624361375006e-06 5.244283231089671746e-06 5.301944078342711249e-06
5.394670454813562405e-06 5.420304128333817540e-06 5.489456918616738578e-06
5.484107900800739211e-06 5.492506478841539438e-06 5.564377035312600320e-06
5.449941625441100687e-06 5.444075878225883416e-06 5.516133211051378362e-06
5.385012186915979793e-06 5.379858094008848710e-06 5.450942109881187803e-06
5.412617178014519750e-06 5.426893255586810311e-06 5.487529512416639295e-06
5.558990677455669432e-06 5.603978836114298557e-06 5.635936117111590818e-06
5.716395544297613447e-06 5.791308110112629887e-06 5.779426279157093509e-06
5.748092426897568119e-06 5.841966696521760046e-06 5.787335627056083970e-06
5.629140595965102571e-06 5.724591057467407458e-06 5.647503595302097845e-06
5.469425592840416110e-06 5.547826808870214866e-06 5.479498090271885153e-06
5.398854886494393784e-06 5.448267394525209646e-06 5.418146673893105672e-06
5.451481164965093342e-06 5.472942410143550953e-06 5.497238631961399885e-06
5.573946105960813155e-06 5.578857326986703237e-06 5.652731309446025598e-06
5.721855009038174047e-06 5.720983358598602345e-06 5.818312136518193401e-06
5.900462669251906418e-06 5.895175716756631989e-06 5.980504433910189468e-06
6.093284829968007555e-06 6.078446578120710121e-06 6.127598485136553471e-06
6.196213137343414869e-06 6.171588281778632146e-06 6.186006273092204548e-06
6.093302353029319331e-06 6.070345597299194325e-06 6.071468749556191743e-06
5.814276712807141698e-06 5.809450615230557423e-06 5.817012364267323512e-06
5.557115905565001584e-06 5.577471609538586953e-06 5.591810246221053240e-06
5.496902368649686084e-06 5.532820188212045125e-06 5.537367011141382077e-06
5.593488130115413990e-06 5.626569739275226492e-06 5.606450297786150798e-06
5.649913472752291949e-06 5.668465786509097508e-06 5.626010914233411361e-06
5.561886930906943459e-06 5.569757250815379488e-06 5.521994169212246285e-06
5.440254298242338933e-06 5.453039923937363303e-06 5.414381781957594539e-06
5.451199006277850097e-06 5.485347418319220967e-06 5.453334090323526506e-06
5.592136950878123920e-06 5.655130477811178664e-06 5.614240182148498253e-06
5.692968824341751482e-06 5.778798169977962297e-06 5.718545046413162025e-06
5.620403836328055385e-06 5.711936477589674240e-06 5.639320786458628704e-06
5.414719448629826851e-06 5.493122216569947389e-06 5.425241595244587079e-06
5.215812278631499447e-06 5.272227623050457794e-06 5.218156096217619123e-06
5.110332077331993093e-06 5.150593654730770402e-06 5.104618339840380286e-06
5.083125951677923129e-06 5.121162000174894088e-06 5.074672574542791125e-06
5.082965799373423369e-06 5.129396675704111677e-06 5.084940645045818726e-06
5.088736209930501728e-06 5.144649022776376846e-06 5.114343312573412386e-06
5.109963362676163603e-06 5.168669920732084118e-06 5.160634656763150127e-06
5.149269030573495171e-06 5.201921956732748441e-06 5.212389130984604244e-06
5.178863141786704401e-06 5.220094221579021034e-06 5.238597192574593372e-06
5.157706973080327063e-06 5.189540661160600030e-06 5.207943078991634523e-06
5.077365840149757589e-06 5.108933719304892408e-06 5.124189266825384293e-06
4.984985842485242957e-06 5.026907878261117478e-06 5.038206637367328263e-06
4.940342638336006780e-06 4.998503372169108892e-06 5.004399896716520779e-06
4.944648520924896333e-06 5.019666802038235115e-06 5.017160825953767241e-06
4.934396339648121753e-06 5.025180545682382257e-06 5.010342096183636257e-06
4.861232590775069868e-06 4.965091458293788554e-06 4.935692083540272553e-06
4.758551369406556062e-06 4.867389938338667388e-06 4.826124195642051864e-06
4.705137958003872537e-06 4.806914042234869100e-06 4.760599625128763846e-06
4.734712105365785179e-06 4.823860611025655825e-06 4.777214095532825829e-06
4.808694014928681739e-06 4.893735538175888297e-06 4.844115545634914597e-06
4.874091537700185130e-06 4.969303789447067472e-06 4.909754978367473319e-06
4.918798058410084830e-06 5.026099058400775133e-06 4.954943046062778127e-06
4.962290198855035851e-06 5.064403514847211666e-06 4.991432942903468675e-06
5.015983123435227339e-06 5.090641525201317479e-06 5.032463143315415077e-06
5.069872881524441015e-06 5.110644443693676996e-06 5.077957612966564010e-06
5.107076444098240026e-06 5.129555259000412925e-06 5.117322006100170650e-06
5.117009475687922097e-06 5.146105714193995882e-06 5.136532380633174924e-06
5.099192699589101368e-06 5.151579828724673990e-06 5.129065294037735574e-06
5.065102645558797977e-06 5.141087699296447295e-06 5.105908816436265489e-06
5.035782379770935355e-06 5.122705186555762098e-06 5.089430313236713611e-06
5.031658848344246309e-06 5.113074663709113437e-06 5.094659343040374791e-06
5.061809125645536869e-06 5.127210267387109184e-06 5.121550524837862869e-06
5.119141966333593567e-06 5.170319945166149010e-06 5.163331057309310679e-06
5.181421759926987676e-06 5.231024556105063540e-06 5.211334926070792725e-06
5.221636581804119441e-06 5.282329619229175134e-06 5.250935697677813753e-06
5.228007287606826718e-06 5.298898001923619175e-06 5.265987794012020713e-06
5.212793421416497160e-06 5.275507646012624741e-06 5.251857791981165220e-06
5.189478144644059662e-06 5.220163801368616765e-06 5.212463534833294634e-06
5.143669859926730719e-06 5.132174293486614068e-06 5.142332009643915557e-06
5.048973756414644173e-06 5.007729752346244903e-06 5.031781730967984433e-06
4.922265514102011059e-06 4.876112081802278993e-06 4.903400720841503938e-06
4.842336774355751283e-06 4.809241267451191932e-06 4.826218723304071170e-06
4.888629028651242058e-06 4.870030335215112902e-06 4.868325721314184069e-06
5.063039842833785308e-06 5.050875042282845572e-06 5.033100850842928699e-06
5.286346085223245583e-06 5.275165660242361815e-06 5.253177280306505344e-06
5.467996055779348851e-06 5.457553396807593386e-06 5.444657210145046070e-06
5.567518856158999367e-06 5.556664292263432488e-06 5.559681204211777194e-06
5.601073494753830765e-06 5.585863899649718926e-06 5.601911521345237360e-06
5.620038609738604426e-06 5.600712473871390485e-06 5.620067301465024961e-06
5.686480888077097595e-06 5.671952769693101812e-06 5.685269422892521847e-06
5.830302502842097153e-06 5.830003355626335628e-06 5.835618398701804607e-06
5.997883748061104654e-06 6.009151339493758989e-06 6.014885846470447507e-06
6.060510137880525971e-06 6.068601170912082134e-06 6.085262306675874115e-06
5.916054216550421418e-06 5.908602895371420217e-06 5.939521955590608726e-06
5.595779631779051964e-06 5.574488160503813489e-06 5.610665627967429634e-06
5.250927658842280402e-06 5.227095868300692614e-06 5.253615648395324668e-06
5.023892377291906257e-06 5.005300913547316681e-06 5.013743996208050659e-06
4.947968946853088072e-06 4.933522965678531463e-06 4.929006131439205275e-06
4.976321864861286619e-06 4.961988623250740399e-06 4.959503273560302158e-06
5.071375109125301239e-06 5.056967889113577712e-06 5.071987662839198977e-06
5.225298226949745745e-06 5.214099537411048246e-06 5.254647580047183827e-06
5.406216449600580098e-06 5.400025940110717838e-06 5.462433584816920352e-06
5.539270525358863476e-06 5.534784037591402156e-06 5.603539756366343037e-06
5.567623207831016264e-06 5.556577497895650398e-06 5.610917052731147358e-06
5.507003063920660180e-06 5.480653295973760491e-06 5.507304145523533154e-06
5.417813554535099373e-06 5.374776864635496332e-06 5.377082985347285361e-06
5.345632465993487947e-06 5.296712070237352599e-06 5.289765685577609220e-06
5.312782065947984700e-06 5.274966605571010518e-06 5.270944938333962189e-06
5.338229689644248602e-06 5.321131541937537287e-06 5.321410454751488063e-06
5.416552802024479722e-06 5.416126975232921175e-06 5.418178333814066560e-06
5.487305509480788964e-06 5.494437832396294828e-06 5.501997828345753942e-06
5.482946750294726830e-06 5.495002276492620924e-06 5.516474796663239593e-06
5.418970426179603378e-06 5.438788334837853391e-06 5.476258851805266074e-06
5.381043798400392978e-06 5.406907321571088715e-06 5.451885982169547647e-06
5.396943304074434197e-06 5.420432535765467681e-06 5.463536004827570700e-06
5.383326114479475973e-06 5.398873700600987648e-06 5.441700135529000971e-06
5.278537470095530200e-06 5.289278501934749305e-06 5.343124094587495360e-06
5.180055189899619866e-06 5.189780600491003599e-06 5.261657355993758907e-06
5.253732536134259443e-06 5.256872348989058008e-06 5.338260333767845731e-06
5.503692055940278577e-06 5.489773683041261386e-06 5.560380891593987341e-06
5.724698039976768527e-06 5.693074616660414648e-06 5.735726417431703466e-06
5.726688408633797523e-06 5.692257569738933161e-06 5.704503626273079609e-06
5.540699954427453266e-06 5.523013530198887626e-06 5.516272624205305359e-06
5.345396256221452177e-06 5.353610454532909818e-06 5.343886595112615108e-06
5.244418164056018057e-06 5.272484142033053969e-06 5.272893516485762104e-06
5.198245789921790833e-06 5.231420843171914564e-06 5.250939657831641678e-06
5.149444153766213043e-06 5.174545158550593315e-06 5.218672921007303150e-06
5.113939579034408986e-06 5.126942500328325639e-06 5.195167125273689797e-06
5.122584857734780229e-06 5.129532959831476759e-06 5.211194660201870691e-06
5.151670821360227105e-06 5.161442675041752103e-06 5.236522693457200238e-06
5.166359899875926623e-06 5.181512580543120665e-06 5.229764721970122636e-06
5.186330932496461872e-06 5.203256927901065116e-06 5.216662814432233672e-06
5.249588015045477131e-06 5.269207129967893762e-06 5.257067465652294209e-06
5.338996630742680918e-06 5.373378795507356146e-06 5.353514746111322566e-06
5.406138408475688823e-06 5.468823238569324583e-06 5.451473363932869004e-06
5.455975691095474122e-06 5.545064843538647854e-06 5.525571853764289208e-06
5.541994687138801111e-06 5.636485477058385022e-06 5.605013698911938589e-06
5.666803817179465400e-06 5.741318895920004012e-06 5.698028039749332015e-06
5.748125475368239367e-06 5.790073830343931788e-06 5.746976335668711774e-06
5.715190334970711424e-06 5.728873256130393819e-06 5.697022933074155949e-06
5.594540901390811261e-06 5.593791377696749903e-06 5.574117305799354427e-06
5.462372307397643872e-06 5.461758659691016273e-06 5.451270151982099598e-06
5.352072083033619187e-06 5.360520158994042534e-06 5.361723432687900159e-06
5.264171050841064910e-06 5.280588529483447545e-06 5.297087017434942405e-06
5.240219098957951765e-06 5.254781929843595744e-06 5.278523887261024517e-06
5.345495131930011810e-06 5.349370339758869584e-06 5.360245098538613697e-06
5.558626048255209402e-06 5.554099171239420177e-06 5.536152638140887803e-06
5.742363949172945336e-06 5.741045158642857646e-06 5.695906881116480414e-06
5.771420131265938480e-06 5.781263377600805183e-06 5.723642488205891367e-06
5.658770130797078963e-06 5.675278664770799352e-06 5.619623699082063142e-06
5.514605773879876840e-06 5.526782706302721863e-06 5.482135779932261271e-06
5.407843653752236388e-06 5.410604280800868577e-06 5.384259969899162961e-06
5.323406196704405052e-06 5.320860377964276606e-06 5.318907216300164693e-06
5.246655972166113377e-06 5.244345546317848018e-06 5.265605475912908066e-06
5.221553045498274690e-06 5.220522500376870495e-06 5.252701761976009437e-06
5.292936923865732862e-06 5.294164295310054541e-06 5.318489848763273676e-06
5.429849575968861729e-06 5.441308395134823041e-06 5.441892002130596324e-06
5.545349601754269198e-06 5.578978610448555177e-06 5.550578392201965080e-06
5.576786439144629344e-06 5.636124116879758854e-06 5.587334897895254236e-06
5.517645344426955073e-06 5.590802366720858299e-06 5.540797806861959619e-06
5.388725988480391776e-06 5.456587999231987680e-06 5.424995402295007801e-06
5.223127607979107301e-06 5.274704322117701883e-06 5.270575077229283454e-06
5.083459499447237898e-06 5.122015970975214822e-06 5.141234553025891559e-06
5.047861945102894075e-06 5.082938840919939124e-06 5.115498285320495251e-06
5.142005725603425823e-06 5.178562120266237363e-06 5.216907205579058576e-06
5.292072622021409302e-06 5.329072081222536081e-06 5.370162569273426379e-06
5.369897092234480817e-06 5.407462483494191066e-06 5.450552708954678906e-06
5.293981762270834722e-06 5.338631589200975654e-06 5.383423172427122907e-06
5.085607958893659914e-06 5.147015715249904744e-06 5.191766156352456809e-06
4.837603144968972270e-06 4.919979389476350995e-06 4.958394231856556742e-06
4.646429263460782591e-06 4.742292739377829553e-06 4.763659759078565748e-06
4.568536817867133469e-06 4.660520282392766831e-06 4.657224590888079856e-06
4.606171305144044340e-06 4.676631975079585402e-06 4.653112040381199577e-06
4.706298712274241881e-06 4.748022605847784955e-06 4.720061539671398395e-06
4.787016535991957344e-06 4.806101782991597260e-06 4.789420972002031708e-06
4.805684096804164939e-06 4.814243136606468168e-06 4.814308888265764063e-06
4.815838312923028506e-06 4.822819677768340969e-06 4.835863966750025321e-06
4.924836907180946562e-06 4.934737218118099754e-06 4.956085278300770423e-06
5.162328517510425976e-06 5.180041875958881028e-06 5.208580428948001956e-06
5.406890704723084086e-06 5.437969696919079497e-06 5.473015674651788305e-06
5.484769679782996626e-06 5.527975998851546594e-06 5.565103408020116990e-06
5.346237218562480554e-06 5.389106877957066822e-06 5.421372906850176352e-06
5.111854309727827762e-06 5.138801441211085981e-06 5.161765234699810316e-06
4.940315410079710614e-06 4.946252086267147859e-06 4.960755145835804920e-06
4.895253047390507592e-06 4.888796873925400946e-06 4.898689969562472791e-06
4.961369017296490540e-06 4.953938764161618676e-06 4.961116084289914106e-06
5.129172833896080367e-06 5.123504450457388469e-06 5.124591033514320106e-06
5.387722592746075830e-06 5.378743344380842485e-06 5.366452179747360520e-06
5.647779579526709744e-06 5.632542015640900188e-06 5.601379047261885830e-06
5.757979829121918709e-06 5.741561349492565421e-06 5.693680130460111614e-06
5.641180765184000844e-06 5.632883797888079616e-06 5.578737824699753015e-06
5.379792049462755270e-06 5.386077979685570508e-06 5.338608524107096322e-06
5.134313663609278662e-06 5.156134974443217281e-06 5.123454697075570202e-06
5.003331268267600098e-06 5.037950154582338652e-06 5.020828112325438291e-06
4.986271966528030352e-06 5.029512781681645919e-06 5.024623702870686275e-06
5.042648843064196679e-06 5.090009602289932040e-06 5.094628736833390159e-06
5.133600610373598023e-06 5.180913738902216604e-06 5.195122265414901525e-06
5.215810059530005733e-06 5.258896273194148515e-06 5.284307722322978126e-06
5.249274459209967260e-06 5.281906005125364119e-06 5.317237686924928859e-06
5.230323391004000925e-06 5.243757688427818048e-06 5.279656742062440334e-06
5.190212783052531478e-06 5.179327480688467805e-06 5.198969353043128173e-06
5.150544215753508703e-06 5.124193108199189948e-06 5.114577706001349680e-06
5.104916692058048034e-06 5.088290080792743710e-06 5.054886161546252150e-06
5.052280050800270955e-06 5.072476519655336033e-06 5.040104446681773075e-06
