# cl_noweight cl_linear cl_neuralnet
7.661498526181499032e-06 5.310277750652164308e-06 5.356506067955874530e-06
7.286842206379000924e-06 5.213185669782239072e-06 5.188644362685926811e-06
7.696239431808507024e-06 5.844006345024613838e-06 5.715183007839840595e-06
8.374248551304736037e-06 6.686536624128340031e-06 6.515543690611199077e-06
8.917121709806823880e-06 7.328834112380261150e-06 7.212451967974695122e-06
9.180279693619276731e-06 7.614530598785629766e-06 7.593849787250303645e-06
9.109155174839087129e-06 7.515648854056293030e-06 7.562639747925829561e-06
8.750933213919226021e-06 7.131297045494301316e-06 7.198304957993495378e-06
8.382188921287976718e-06 6.764121638584821294e-06 6.815933858708661685e-06
8.324850472011546357e-06 6.735674647458801945e-06 6.740978901732353936e-06
8.563786866905462620e-06 7.047434054224684527e-06 6.969655435421454550e-06
8.735899712522193577e-06 7.366658720516816616e-06 7.178384434014113082e-06
8.559924323539045224e-06 7.399847102222906720e-06 7.104200914217835937e-06
8.121141188717837515e-06 7.167374670585426818e-06 6.806435263715627937e-06
7.681913025491445351e-06 6.884042663876036982e-06 6.528601899684192407e-06
7.378057209886828911e-06 6.705581488788339057e-06 6.424835365889204335e-06
7.182336360572037357e-06 6.647874441665227754e-06 6.470435319350526615e-06
7.014821750478920547e-06 6.629616468886817279e-06 6.528388485947634718e-06
6.783844494161465655e-06 6.518767351356523789e-06 6.439899853286642889e-06
6.443118485974920751e-06 6.240283425650844560e-06 6.149612756640775831e-06
6.114863882858358364e-06 5.912127691020633170e-06 5.814108222545979991e-06
6.035769002158201066e-06 5.777438774188857209e-06 5.698298046547417109e-06
6.261855851842770857e-06 5.929561091365410377e-06 5.892376012400434322e-06
6.549045151141700448e-06 6.211285245061030296e-06 6.221438711378599778e-06
6.676628855725260857e-06 6.469830831570064194e-06 6.508315885866385039e-06
6.770757558644697135e-06 6.774419013283707897e-06 6.801672489984281164e-06
7.093168996789883520e-06 7.225993121673830665e-06 7.204956820036633444e-06
7.569607448722334700e-06 7.656790416238738004e-06 7.582209779266710363e-06
7.786223050746322909e-06 7.743392823211064688e-06 7.647312406461646440e-06
7.505774954738853903e-06 7.421113084469979203e-06 7.347325437901633319e-06
6.979853059271910230e-06 6.996051153807074984e-06 6.968511385389472072e-06
6.645903657134365052e-06 6.791574304508081148e-06 6.799662536357607076e-06
6.665496356303721325e-06 6.829249141285920251e-06 6.832585119131265902e-06
6.875849871274660226e-06 6.923805141480682311e-06 6.875961906471918043e-06
7.064441447930055486e-06 6.951338957235141020e-06 6.839144140392801270e-06
7.126285865027624852e-06 6.906585754607886605e-06 6.775794443427836187e-06
7.012360510329955846e-06 6.786327613631696675e-06 6.714212203430328662e-06
6.707196355146005967e-06 6.566992772527100570e-06 6.592431969645417090e-06
6.307488394380626325e-06 6.303595359526230956e-06 6.385996860395216653e-06
6.026011761301903911e-06 6.155365649147775678e-06 6.213356490924524622e-06
6.044156194160465095e-06 6.265885778545489520e-06 6.256427937542508457e-06
6.364257369554437313e-06 6.628430060946417992e-06 6.581148235601725571e-06
6.812135648559712702e-06 7.069257671294750203e-06 7.046458995914016116e-06
7.166204035064472355e-06 7.357080450199816195e-06 7.391119930936238576e-06
7.285967145158910931e-06 7.350186529084557708e-06 7.421171790395256637e-06
7.148390397005454713e-06 7.065276538352717386e-06 7.128716628822351891e-06
6.806770565962090986e-06 6.624710298483733054e-06 6.651964120227627696e-06
6.362771313284837596e-06 6.171948686061608881e-06 6.165251491368259832e-06
5.978964486888080143e-06 5.847668819835955883e-06 5.821865904661308364e-06
5.819557848749962683e-06 5.758421665105395384e-06 5.713595778823269815e-06
5.867917630995770209e-06 5.852815076595862426e-06 5.769892321122352223e-06
5.849955990799326907e-06 5.867148823835610586e-06 5.731630101214794984e-06
5.508986168209689691e-06 5.565586609359355148e-06 5.389241810082082413e-06
4.991206577409346666e-06 5.082370892030209120e-06 4.894409248410062814e-06
4.774546412744037972e-06 4.859668072618265911e-06 4.678679576920017767e-06
5.092989384417077979e-06 5.128708996494556004e-06 4.950887462416218381e-06
5.584716641994042067e-06 5.584636093104973031e-06 5.400189462648558389e-06
5.704098724306796366e-06 5.739675253141501288e-06 5.554179050169418590e-06
5.391737945171719289e-06 5.509725009907896855e-06 5.346198626511301745e-06
5.106450635389879859e-06 5.256810806053766084e-06 5.137693254577371797e-06
5.223811172591643347e-06 5.300352050883078881e-06 5.222926507515692417e-06
5.667468007195455436e-06 5.623418827785487558e-06 5.546202260249408519e-06
6.190806395539884922e-06 6.086090414778287129e-06 5.945758527392669978e-06
6.738103210322176938e-06 6.661456765545380221e-06 6.421694118064037294e-06
7.325587283552883323e-06 7.299283615728942263e-06 6.991528775808896753e-06
7.754886943016792251e-06 7.740375550033717068e-06 7.445468811486862422e-06
7.730186562220360994e-06 7.703216520740056918e-06 7.481530110088118135e-06
7.236389864936806950e-06 7.214976633094875101e-06 7.058695687331845475e-06
6.587857938697207803e-06 6.586235290622811939e-06 6.445978741345802530e-06
6.082607844781184689e-06 6.073047745259227659e-06 5.920694045292377366e-06
5.775151788114458095e-06 5.709316475250138423e-06 5.560386127667443667e-06
5.605331043895902928e-06 5.453406762438967123e-06 5.334538187758078450e-06
5.555935406010824589e-06 5.317236832999706700e-06 5.233605146762495663e-06
5.599074764235439411e-06 5.299441049930779696e-06 5.240532750772359852e-06
5.650810885769441085e-06 5.346079286869242127e-06 5.305656192492988622e-06
5.707565187153252214e-06 5.466391643312066577e-06 5.440071108604827718e-06
5.906399038190484164e-06 5.760444714928709090e-06 5.728288339231820226e-06
6.297018972138220337e-06 6.213885904311206287e-06 6.140565881861476051e-06
6.644221868502462460e-06 6.570679608369602164e-06 6.429700825943606943e-06
6.656030243630240800e-06 6.582144896908754824e-06 6.378737286333383231e-06
6.394765664748617163e-06 6.353234418067405743e-06 6.123543599031455606e-06
6.255324964986002665e-06 6.263586836809975835e-06 6.051456635992331207e-06
6.461935507734181126e-06 6.497033844199985497e-06 6.325927694365508852e-06
6.754979729524918352e-06 6.792902975076731972e-06 6.654135204806717322e-06
6.717718911454336360e-06 6.764551225110874909e-06 6.634110357636416428e-06
6.311151821452557274e-06 6.371400006249410458e-06 6.243019201907290734e-06
5.904377015082610183e-06 5.941495911038544111e-06 5.841495805169497883e-06
5.790950011882523784e-06 5.755430209458268314e-06 5.718066625789835243e-06
5.857373586770444788e-06 5.750556404141045686e-06 5.776794878602506984e-06
5.809456777669909296e-06 5.685347682177264064e-06 5.731470010162793320e-06
5.598209905369944888e-06 5.490621750557622028e-06 5.502787311039116289e-06
5.473488919694318328e-06 5.347859078921145017e-06 5.308906817162888417e-06
5.637249695965447686e-06 5.436514206555446546e-06 5.379759434196270826e-06
5.975563304814953998e-06 5.699415542919327063e-06 5.679789326934358501e-06
6.191586140613094574e-06 5.905120281979654372e-06 5.957525710294437559e-06
6.137825555086887342e-06 5.904795304939588766e-06 6.024770045157115268e-06
5.945419990039084383e-06 5.777416776467935542e-06 5.932877390187762555e-06
5.845656309973794399e-06 5.724304633147183572e-06 5.879208129439571689e-06
5.934665698620739613e-06 5.862289599494354515e-06 5.989226976607965308e-06
6.134718043231099618e-06 6.141971500676955695e-06 6.221164777386787709e-06
6.332003617979926904e-06 6.438583595609294898e-06 6.459004419555029724e-06
6.488424336822600045e-06 6.670292534407010054e-06 6.639826850054826888e-06
6.616120621236164866e-06 6.813260545798155734e-06 6.761338436488387390e-06
6.699745518876852467e-06 6.848727959862875486e-06 6.805467500407074455e-06
6.694697052639079093e-06 6.756301955474692941e-06 6.724634420754580873e-06
6.594132726867470604e-06 6.564569122500255346e-06 6.520794480908692484e-06
6.451054579715438371e-06 6.357566264680090732e-06 6.285330844597590491e-06
6.311293018545557734e-06 6.193782767898494173e-06 6.111186555272441022e-06
6.150392254651089321e-06 6.037500373021385657e-06 5.981048950616679692e-06
5.910077969819050774e-06 5.806123606043343164e-06 5.788695778533608613e-06
5.592809632058839408e-06 5.483809696894190167e-06 5.477112945534677150e-06
5.290980829333093646e-06 5.160725741966646366e-06 5.122476219186961245e-06
5.111910080041842857e-06 4.954420848388818380e-06 4.868081734262804727e-06
5.087694947490660773e-06 4.910584100937461728e-06 4.796244384556992760e-06
5.164153913987226683e-06 4.983027907855555890e-06 4.875211073129409871e-06
5.263967650550314855e-06 5.090489901834352343e-06 5.011254203717774644e-06
5.355585961135143493e-06 5.188980706227165655e-06 5.140289727702952903e-06
5.479652854821166783e-06 5.312753216801003373e-06 5.287308508672510407e-06
5.720845314914483220e-06 5.554677103960727638e-06 5.548890472420601506e-06
6.130093822435285794e-06 5.975751046678598864e-06 5.991303229490769502e-06
6.636398985293682123e-06 6.498671330300921271e-06 6.532660066317513610e-06
7.032351577829617737e-06 6.898344941319623600e-06 6.935065808378934961e-06
7.091097762844097870e-06 6.942453102219770687e-06 6.959927190582840629e-06
6.748220211441332730e-06 6.580212834355837570e-06 6.568008831631435960e-06
6.178820093951286578e-06 5.999370490539610807e-06 5.968520913534604482e-06
5.666607927527216753e-06 5.481374554239630243e-06 5.454314911034652127e-06
5.372744856439736638e-06 5.184146956142403734e-06 5.176065556233394290e-06
5.242604103815851714e-06 5.062563548927120697e-06 5.074308597604082312e-06
5.152705152762793692e-06 4.998818694880620925e-06 5.024376211198479211e-06
5.115586150333114911e-06 4.984998383156161834e-06 5.019554866089931759e-06
5.276667354737390221e-06 5.135515535526631221e-06 5.176178867062532404e-06
5.700832368238855041e-06 5.513965908840283425e-06 5.559328220548626370e-06
6.235416704874830955e-06 6.003110680398321430e-06 6.055153399221980338e-06
6.641000344952129413e-06 6.395215599876290873e-06 6.456153842106667043e-06
6.811119474116276465e-06 6.578538127208788241e-06 6.641113149972617423e-06
6.789303989834968992e-06 6.570929702685795582e-06 6.616564476933028590e-06
6.609986342446896313e-06 6.397059104488569460e-06 6.411235375550603411e-06
6.249874493468683433e-06 6.044680519876008327e-06 6.033557592024061278e-06
5.767261460828484822e-06 5.581050278573516764e-06 5.566756355925042960e-06
5.368452786057344105e-06 5.209739483986445716e-06 5.209003837801925756e-06
5.238349759151960329e-06 5.112960854805539860e-06 5.126012996515820885e-06
5.361086482185904351e-06 5.275497616074467290e-06 5.295578123764542218e-06
5.593740507840364250e-06 5.544509136011823016e-06 5.569289505979801683e-06
5.865950978861873052e-06 5.826730572249737488e-06 5.856144775167901449e-06
6.196686434120268538e-06 6.128418436284434529e-06 6.159366989467613280e-06
6.539458366935346915e-06 6.420249463818396800e-06 6.451576748466821165e-06
6.748753621892613356e-06 6.591345580108585877e-06 6.629047455720327258e-06
6.742199757860973707e-06 6.582078656279051322e-06 6.629265845347876304e-06
6.600319961469340985e-06 6.471400117057010287e-06 6.513942380111408979e-06
6.453534870710081050e-06 6.373466303708462061e-06 6.386200623333155191e-06
6.344118588402618523e-06 6.311382243701041210e-06 6.282891556698782581e-06
6.249342657010237747e-06 6.246154658450033759e-06 6.191542832752341734e-06
6.165690445998821320e-06 6.168474206855772769e-06 6.114738170441008822e-06
6.102828721216276880e-06 6.099480261078575092e-06 6.064438451211807946e-06
6.057661808946861698e-06 6.056833849593801058e-06 6.045904073157245584e-06
6.073231992045142350e-06 6.093372702893196503e-06 6.108784807632799163e-06
6.268081485003115211e-06 6.317308432640440496e-06 6.360174734883339891e-06
6.701889083539650245e-06 6.771184325109972259e-06 6.834672183405259069e-06
7.223506061143371576e-06 7.297548075533940791e-06 7.364431687439835008e-06
7.541256880141338012e-06 7.610246916724554457e-06 7.658881461049189785e-06
7.458819044778196805e-06 7.519252319910908221e-06 7.530952195341520186e-06
7.003695832528604128e-06 7.053717017013535706e-06 7.019683762690449660e-06
6.366116644472814368e-06 6.404078681918781166e-06 6.333957479447614840e-06
5.797139262788702299e-06 5.821706152564505075e-06 5.745770460224414709e-06
5.525232795863448140e-06 5.533109983681176184e-06 5.487032144059672487e-06
5.623879506324982447e-06 5.608891614739083745e-06 5.608760057701286357e-06
5.918784404904534360e-06 5.876426585269073944e-06 5.907034468980115836e-06
6.136392022874926895e-06 6.068851159877513428e-06 6.095357645250483420e-06
6.199410464059149309e-06 6.114283295918078811e-06 6.104582995674814426e-06
6.280081271789607239e-06 6.186177944971473724e-06 6.128651833173742077e-06
6.507496655538332842e-06 6.415732611672350262e-06 6.327313686154718463e-06
6.744488697480793208e-06 6.671677354247685794e-06 6.592099213678493255e-06
6.767764264158555876e-06 6.732735341086408494e-06 6.701069839071420609e-06
6.575972248381873300e-06 6.586868517353222507e-06 6.613618682164965054e-06
6.362450901840560079e-06 6.409134092851654120e-06 6.470585570761266942e-06
6.219998730052214502e-06 6.282680221988501996e-06 6.343191517935614946e-06
6.044739389350812634e-06 6.110247600460226293e-06 6.144875753509139491e-06
5.759602033510244125e-06 5.826166106222085991e-06 5.821084168964500543e-06
5.475997435843000937e-06 5.541583270708501660e-06 5.486733393299541161e-06
5.345870389108932652e-06 5.397307534714050881e-06 5.294454343720652200e-06
5.356190008410611745e-06 5.377972166899384715e-06 5.253232141039064704e-06
5.375534496858121685e-06 5.373257205976015266e-06 5.265611454855479851e-06
5.347030995647767281e-06 5.357852353902771357e-06 5.288348780652900796e-06
5.328396402750283956e-06 5.398895510149515829e-06 5.357506454603602312e-06
5.359137725858275209e-06 5.505404934084704303e-06 5.470339389377711057e-06
5.387841133292639219e-06 5.576270870579675338e-06 5.537561495627769905e-06
5.356889173691808142e-06 5.527332323374248001e-06 5.487603746319555482e-06
5.298223752620582206e-06 5.409072004096120556e-06 5.371287747125670311e-06
5.306065819349976755e-06 5.359472653111449104e-06 5.323654463606587443e-06
5.432104753790802486e-06 5.460145087293789360e-06 5.428010318455972136e-06
5.621464433612508510e-06 5.653286459164754526e-06 5.628150531561732745e-06
5.742160197054068848e-06 5.784657646233989208e-06 5.769401866968289921e-06
5.682676383425685953e-06 5.725525512622270078e-06 5.727159027528922641e-06
5.443210604024846615e-06 5.474701835743483441e-06 5.506724484815460243e-06
5.135050892942677711e-06 5.153334946544896921e-06 5.223439258880281255e-06
4.881042329002633494e-06 4.897228408072344258e-06 4.992653527439207069e-06
4.727365781693047553e-06 4.761499963716191806e-06 4.855489033087830391e-06
4.663290316481783782e-06 4.731771110576089741e-06 4.805877524997234980e-06
4.689201598959246186e-06 4.787609627745230596e-06 4.838985810697952339e-06
4.805619554904126976e-06 4.902760893978321578e-06 4.927648745260490745e-06
4.939225605983108469e-06 4.995222447558252999e-06 4.977950745206166098e-06
4.956448477065853506e-06 4.953212911335896209e-06 4.883395498975479658e-06
4.807121552768188090e-06 4.760712734740039805e-06 4.658006599963146794e-06
4.629465197735732986e-06 4.569620812660198602e-06 4.480156387637846495e-06
4.652573192649412844e-06 4.591915330526568567e-06 4.555248219874907665e-06
4.972030538976765810e-06 4.900556436084492468e-06 4.921046002201864666e-06
5.436277073066420190e-06 5.346180276143859838e-06 5.394529414906066859e-06
5.763855480943772857e-06 5.671795173665951510e-06 5.709568232197865518e-06
5.771635521058233022e-06 5.708731990684377500e-06 5.712262543969044336e-06
5.504678888415979222e-06 5.485485170175618335e-06 5.454159070046169422e-06
5.180020446439695870e-06 5.188147052705051947e-06 5.137313129942506700e-06
5.027183583219883157e-06 5.034122173935180778e-06 4.982302898931178745e-06
5.161757785292644733e-06 5.155334248426914073e-06 5.116275670669214984e-06
5.552000496634893179e-06 5.542338330721379196e-06 5.524047661602583429e-06
6.047643253745918822e-06 6.048607885471675068e-06 6.051999031439373156e-06
6.432713361424459986e-06 6.444412963821376520e-06 6.458082899722530073e-06
6.509039216129190119e-06 6.519705708489244934e-06 6.521084449955259978e-06
6.210539031378430501e-06 6.209433392121971268e-06 6.181400974494617427e-06
5.675725189620492642e-06 5.658761873188136190e-06 5.608503363314823708e-06
5.182845941284099355e-06 5.147574389121341508e-06 5.102879661602423072e-06
4.961151837623811521e-06 4.903197692388404851e-06 4.885322001465666659e-06
5.032477545491511895e-06 4.951446306815935599e-06 4.954958168735872445e-06
5.232111851841662078e-06 5.139696490184282895e-06 5.142557720400386175e-06
5.388306638106185195e-06 5.306377681994982880e-06 5.294576154956654037e-06
5.482784137540522002e-06 5.430473748208639453e-06 5.405118373506442458e-06
5.637607008210860423e-06 5.619375690637013298e-06 5.582569727234715062e-06
5.953071662284190277e-06 5.959480881166920407e-06 5.905407785912902468e-06
6.372013232972170920e-06 6.392206633022170450e-06 6.318313696620202450e-06
6.712063344470793285e-06 6.745126287697849455e-06 6.665374714611002269e-06
6.825130676827294526e-06 6.878427485842229146e-06 6.816553007739435608e-06
6.710494479925769258e-06 6.786550054632917248e-06 6.756188916591764986e-06
6.471984095447004320e-06 6.558776667569605044e-06 6.554808074953453926e-06
6.193360275907267859e-06 6.271381641895074541e-06 6.279551446828716107e-06
5.887517757672112912e-06 5.949278850202155514e-06 5.958161964462628711e-06
5.561206020732345144e-06 5.622583342738346013e-06 5.625443590544154617e-06
5.283851471939909440e-06 5.372312826924828632e-06 5.364656342961312821e-06
5.153045290696029217e-06 5.282856862863009118e-06 5.263937074229485080e-06
5.191047528287673960e-06 5.351699743495488399e-06 5.325493171696800628e-06
5.297953284132362746e-06 5.467578191233758379e-06 5.436681057505519611e-06
5.324754775994058585e-06 5.490895021673097125e-06 5.450290432701481514e-06
5.201650111711995223e-06 5.364349974422211885e-06 5.306794489829587854e-06
5.004041086113106039e-06 5.160876509000682096e-06 5.090073544331659498e-06
4.896250920335979723e-06 5.032991272205859950e-06 4.967027702819948173e-06
4.994829509751388758e-06 5.096627202789582765e-06 5.054472503878079613e-06
5.259890593643508187e-06 5.328594981480146140e-06 5.313971386453019937e-06
5.509117989723146165e-06 5.562846758614944138e-06 5.563018602507726231e-06
5.556848609883822482e-06 5.611300753615579122e-06 5.609475366552281614e-06
5.370777936159383547e-06 5.426073085380887961e-06 5.410964431312298282e-06
5.106738219031430426e-06 5.156111868356887087e-06 5.119685698473995275e-06
4.977728647644443049e-06 5.025698877222087023e-06 4.958305306122350528e-06
5.069750899804835476e-06 5.135376271984098968e-06 5.031495017495670180e-06
5.280911609140976555e-06 5.380873703385822257e-06 5.252644721952417639e-06
5.442090202375245535e-06 5.572812072592294554e-06 5.452739747946104234e-06
5.482529042397450436e-06 5.620439486848492269e-06 5.541858652867641023e-06
5.456401353901221146e-06 5.573962942426020253e-06 5.544142881661973197e-06
5.422820240693776450e-06 5.503167660486946634e-06 5.498140776315744694e-06
5.358855220069324812e-06 5.398703946650226744e-06 5.388301396132593819e-06
5.226810432622084947e-06 5.231850585981507519e-06 5.207906756842162598e-06
5.082489800280324171e-06 5.063233092558554115e-06 5.038597134089884072e-06
5.038440490310580758e-06 5.008406723230048342e-06 4.990678200242580112e-06
5.111526904736032110e-06 5.085715105936131833e-06 5.062593207831688157e-06
5.181719498321565980e-06 5.174024806696701879e-06 5.131589944279365094e-06
5.154459566178776912e-06 5.172841604631284747e-06 5.122718396634278090e-06
5.115982211274095384e-06 5.155488531544411820e-06 5.132724689731006468e-06
5.241720132195765313e-06 5.282301364408511805e-06 5.312748044240480464e-06
5.542029640780826728e-06 5.561117930274274806e-06 5.635829351534932392e-06
5.775787434980134628e-06 5.771430011421958825e-06 5.856184902666139334e-06
5.677102683324742187e-06 5.677885563588685067e-06 5.744257963368210599e-06
5.246488865472930923e-06 5.290568989171540118e-06 5.335213101744498927e-06
4.764746320141730408e-06 4.864463961699157723e-06 4.903306472066292926e-06
4.516731777352014889e-06 4.645912068084420392e-06 4.696703946279659769e-06
4.546599092123130113e-06 4.664019516248777608e-06 4.733958560902221734e-06
4.698768705142229638e-06 4.781817720106433516e-06 4.864909482546195735e-06
4.840663528785237581e-06 4.897836173610576676e-06 4.980362498370566656e-06
4.975392521945659047e-06 5.035287193433388127e-06 5.107345845475760162e-06
5.147289784587090434e-06 5.241276552865097379e-06 5.307199262288996478e-06
5.327382869759040227e-06 5.474861600963845909e-06 5.550620299865500702e-06
5.453832764128320450e-06 5.650350839080281156e-06 5.746018958241022454e-06
5.542833064848734829e-06 5.759190264781165231e-06 5.863558256835389047e-06
5.674634104538093664e-06 5.876134700209996871e-06 5.963194251708575603e-06
5.858467898811354352e-06 6.031817529175551766e-06 6.085109780836321251e-06
5.980833794968438986e-06 6.140804314515110291e-06 6.167908832405732717e-06
5.932762136415717048e-06 6.101139218551090309e-06 6.119540055709333082e-06
5.751418737359091357e-06 5.933473117181145430e-06 5.944132554047120982e-06
5.585662560390114019e-06 5.769349120542673958e-06 5.752162890801520616e-06
5.534588496033977145e-06 5.706623531157403755e-06 5.646513498069943434e-06
5.562399063631035292e-06 5.717734355770576911e-06 5.630468767516556710e-06
5.569587099910289266e-06 5.706400913034138327e-06 5.630413949612271845e-06
5.509494797176559797e-06 5.622516148363200614e-06 5.583555707359713448e-06
5.425920466326280823e-06 5.508994852037906912e-06 5.498204913563373122e-06
5.400987700189761955e-06 5.454551030841961622e-06 5.444504170723921593e-06
5.470707241794193649e-06 5.504026352481601792e-06 5.481877591607083448e-06
5.569533573422923042e-06 5.594681192271070392e-06 5.573905425919243983e-06
5.561450492916868708e-06 5.584764819970526803e-06 5.585875064603270764e-06
5.365035051220921093e-06 5.384465707133382362e-06 5.410767395245553505e-06
5.064811905086729897e-06 5.076364422758379212e-06 5.110598402088412197e-06
4.866228395364578942e-06 4.872865046487831699e-06 4.892310359307921607e-06
4.907701942597250650e-06 4.920111390101911341e-06 4.910640437104672184e-06
5.126261310411201455e-06 5.154590976143087623e-06 5.113927660538863126e-06
5.330705838908550254e-06 5.378467735847064924e-06 5.314287342011413897e-06
5.400177181759009817e-06 5.467526505766957488e-06 5.395978455189000125e-06
