# cl_noweight cl_linear cl_neuralnet
5.136365735701214077e-06 5.268064760204913020e-06 5.349117982935907419e-06
5.333490624116971574e-06 5.426029738293016118e-06 5.474328530248207957e-06
4.971499378753864228e-06 4.977969834471522992e-06 4.994723670039833742e-06
4.521122640218094648e-06 4.485780892540779752e-06 4.513061742776037571e-06
4.722115170700424928e-06 4.719804885505899682e-06 4.748032264355190819e-06
5.299410779683428386e-06 5.331939079203540031e-06 5.320726168834976911e-06
5.512218348425141498e-06 5.534660722353411112e-06 5.492833707566476722e-06
5.263572099429305520e-06 5.274352548486853450e-06 5.231613701402494451e-06
4.920076198016947403e-06 4.947735398117906088e-06 4.912866840079388160e-06
4.703765559418298615e-06 4.741991923079283244e-06 4.729428921805741119e-06
4.642370264022329837e-06 4.666490168552690731e-06 4.680893059275237282e-06
4.648466452210742969e-06 4.664850488257994353e-06 4.665306285555447647e-06
4.597083686146275713e-06 4.620394051755034549e-06 4.572620150240774721e-06
4.564424007045478286e-06 4.584369269187070519e-06 4.508912429209482494e-06
4.728325000098205168e-06 4.749029700200942823e-06 4.674895682667362144e-06
4.966770022080792886e-06 5.020297072330416960e-06 4.950621016917774263e-06
5.028603839493650451e-06 5.107233564026427624e-06 5.042282734010946454e-06
4.987551745776748781e-06 5.045692448842616894e-06 4.982153106601615592e-06
4.978412940109029644e-06 5.017313136299789967e-06 4.947394996502902424e-06
4.843793403408554485e-06 4.890403270737770793e-06 4.840413028901592559e-06
4.573777334351620623e-06 4.602270029576277578e-06 4.621231785064626396e-06
4.524491079149535178e-06 4.506812879961150747e-06 4.597911951067668932e-06
4.798979683601833232e-06 4.765962214038815417e-06 4.870381865127260515e-06
5.087765133871852981e-06 5.060676454920092105e-06 5.105498308364692445e-06
5.274421200519124989e-06 5.235645021398100455e-06 5.204481805551656316e-06
5.470850166405256418e-06 5.436375424380050081e-06 5.405479455781715559e-06
5.533500592074379732e-06 5.545058934009394411e-06 5.581634676852917346e-06
5.250184652472734971e-06 5.299265014402699537e-06 5.343560064279370888e-06
4.812561890869767228e-06 4.855195743514834277e-06 4.826535883910158197e-06
4.562659888649446980e-06 4.579525344585738931e-06 4.524385549526747162e-06
4.514144118162239695e-06 4.511552030921740387e-06 4.506938449044746237e-06
4.468416939775534896e-06 4.453198577079706871e-06 4.477586899760963529e-06
4.416133020375457395e-06 4.387671475068908153e-06 4.387822433589907735e-06
4.592870435494220122e-06 4.549841958227603674e-06 4.520327197083106666e-06
5.066048717093396264e-06 5.016119770886443338e-06 4.976733991656001912e-06
5.440764950299685954e-06 5.392019371174892259e-06 5.358229522349550113e-06
5.377630368581619432e-06 5.331296273823054742e-06 5.298331511685800450e-06
5.170069724716416791e-06 5.136141872546738698e-06 5.085119899715730241e-06
5.207533985665499858e-06 5.197263532750234492e-06 5.130576038124530951e-06
5.339780376797208843e-06 5.339925516909247649e-06 5.276595092248748163e-06
5.366810808162272288e-06 5.360325539820199526e-06 5.310211697485288016e-06
5.415718558303867420e-06 5.406772851448017259e-06 5.374797379783085032e-06
5.481741285754598054e-06 5.466148184515813780e-06 5.435109065016204605e-06
5.441339930570893115e-06 5.395181420029260300e-06 5.324275978301352190e-06
5.468303015169545762e-06 5.393998844429216987e-06 5.294959424965789828e-06
5.706573664249901714e-06 5.644720680406213267e-06 5.590521340611491718e-06
5.907502887586941074e-06 5.874945585772597327e-06 5.880406680041497143e-06
5.864587132413004847e-06 5.817072510240468612e-06 5.807912466419187312e-06
5.747653634863725624e-06 5.646305383394059408e-06 5.586416295505338928e-06
5.734458205298673782e-06 5.620274830697016389e-06 5.565737283250932411e-06
5.648178259978676685e-06 5.586987689035799593e-06 5.579916275544670554e-06
5.270393859365046884e-06 5.259192526293354373e-06 5.275854961653864708e-06
4.835614301723465258e-06 4.835537336975072597e-06 4.870287513220848279e-06
4.678020208393655568e-06 4.681708942652312817e-06 4.761273317377977580e-06
4.598204787330851044e-06 4.605896597489796445e-06 4.701633329585768282e-06
4.319725608881575850e-06 4.326157641290692549e-06 4.379488863133116417e-06
4.093330690010285940e-06 4.115852126756757058e-06 4.137131919526887542e-06
4.169716407481440803e-06 4.210849832246507673e-06 4.242493247981227742e-06
4.439177696726734976e-06 4.456635839704932069e-06 4.492806315291119858e-06
4.807998060527423399e-06 4.781771335371188044e-06 4.800282106752612184e-06
5.080653804630196792e-06 5.041007485244657462e-06 5.048356572953456955e-06
4.918073568808316148e-06 4.884045773035692356e-06 4.893826088964889355e-06
4.519418321291518410e-06 4.483745869468350141e-06 4.487104669749317203e-06
4.420115353631305026e-06 4.383566598474392672e-06 4.352654007644919430e-06
4.575022393542745307e-06 4.541156289115520020e-06 4.473721367224920437e-06
4.684119699304075681e-06 4.645211072560825961e-06 4.586320282735089199e-06
4.865441221895608128e-06 4.814561339891880881e-06 4.793319560234912871e-06
5.171209106243297013e-06 5.109938643140286103e-06 5.103882773818441814e-06
5.283428699610822691e-06 5.225866929617597145e-06 5.220254173506127927e-06
5.093609930487894417e-06 5.063514497178213466e-06 5.073013602029237425e-06
4.811456153737471870e-06 4.813151819129582234e-06 4.839039596735723311e-06
4.543071921071267515e-06 4.551119180961002973e-06 4.576647465843975223e-06
4.301953324988435085e-06 4.299372015273139851e-06 4.310633257192659030e-06
4.150745547108966627e-06 4.147564092984603463e-06 4.137578815350293770e-06
4.069262443871058585e-06 4.069555441683979534e-06 4.041900062472170697e-06
4.020625535907288410e-06 4.008324591974773317e-06 3.974858656156959229e-06
4.135105377365752148e-06 4.104341614367592185e-06 4.080131033023735911e-06
4.468637209531718644e-06 4.435011489282346953e-06 4.432659361461224051e-06
4.777347564354847663e-06 4.752281586998473251e-06 4.761495557744683353e-06
4.883075315944612222e-06 4.864279591980066602e-06 4.856999214348538119e-06
4.949467988725924312e-06 4.937618257877517248e-06 4.901916576597286570e-06
5.112779762695678804e-06 5.115839899397372166e-06 5.056989378600951495e-06
5.215000851846799015e-06 5.236449310051878121e-06 5.168265158264057606e-06
5.093375570420353139e-06 5.124806015074375369e-06 5.074226634481164161e-06
4.825228914151108607e-06 4.847939549374049740e-06 4.830684565613826134e-06
4.598207603811092518e-06 4.598580213668896426e-06 4.606608842881963490e-06
4.490836248923467128e-06 4.478608777471193163e-06 4.501677657988846782e-06
4.434304024671610129e-06 4.429718939404965929e-06 4.449982516153663909e-06
4.357830123149744542e-06 4.362304953436110378e-06 4.364182996438956418e-06
4.241537856106176493e-06 4.243726843123304055e-06 4.249511129551579133e-06
4.083672440966886781e-06 4.083740381806205341e-06 4.112922177213589861e-06
4.025390520632739490e-06 4.027802842966382154e-06 4.057984206189685017e-06
4.233599022656401040e-06 4.232376149009001530e-06 4.250449129702407806e-06
4.513646543982224734e-06 4.504992219584297625e-06 4.506805070068550970e-06
4.595745411859566896e-06 4.588570571201193691e-06 4.543980315734538383e-06
4.651806337778931170e-06 4.658012731217736422e-06 4.576570795386171198e-06
4.818779162676960523e-06 4.843233235371593381e-06 4.782225657201150774e-06
4.814269706921691935e-06 4.847075883560077254e-06 4.807707972298398118e-06
4.612722729250350409e-06 4.634427095093053106e-06 4.591983085311481738e-06
4.547331554202406538e-06 4.557747018332613415e-06 4.552906673006719537e-06
4.580561339104481802e-06 4.599518035853185008e-06 4.651628767967413611e-06
4.505413232359609346e-06 4.531470645250853752e-06 4.569045538595756833e-06
4.481436749352163469e-06 4.494363820056207576e-06 4.476733027667895969e-06
4.558901898539384217e-06 4.564821230196743774e-06 4.538792646474729214e-06
4.455037142865348304e-06 4.474477886075271301e-06 4.464733850540011853e-06
4.210562077335444048e-06 4.239367728405450373e-06 4.213525061558152084e-06
4.200970124344150899e-06 4.230739524079280390e-06 4.184073671641017792e-06
4.474158669838491651e-06 4.514405445546294412e-06 4.483128472984164464e-06
4.736856444064384130e-06 4.787304388832783447e-06 4.778809194427683018e-06
4.815140953552993585e-06 4.857997869354727773e-06 4.844712833082726143e-06
4.799520277012979223e-06 4.824987161261301068e-06 4.796496686623285586e-06
4.868232877049144823e-06 4.877480101327027582e-06 4.842295727677163514e-06
5.003349728542639791e-06 5.001782849083425179e-06 4.961490433841209783e-06
4.994290717246980278e-06 4.996962698501297576e-06 4.957351722378102124e-06
4.858006309742371677e-06 4.882396053124623131e-06 4.856848138690643295e-06
4.863499126663014728e-06 4.913685547244766524e-06 4.900114270408802016e-06
5.013749664740782522e-06 5.077709084914692268e-06 5.062559571532250533e-06
5.071897984923036347e-06 5.130284333217208529e-06 5.109484428015849474e-06
5.021042975167635033e-06 5.062676509879259219e-06 5.044265342006199422e-06
4.907399794040679297e-06 4.933829645026140236e-06 4.926667234688296566e-06
4.638124526610468434e-06 4.649103172407400989e-06 4.642877525362566255e-06
4.390493045076117567e-06 4.383138860807582758e-06 4.358090024099263008e-06
4.495824447468088689e-06 4.476460198545898415e-06 4.447543826596287196e-06
4.747186266971207972e-06 4.721405370457609566e-06 4.720177113459085526e-06
4.733315842548496754e-06 4.700782086400148085e-06 4.717678992056629002e-06
4.647812720082075984e-06 4.620963193351565355e-06 4.637448962845409402e-06
4.829736243147385399e-06 4.825940176963575235e-06 4.859222481847290993e-06
5.030385508219796254e-06 5.045530311979515425e-06 5.098734557397743680e-06
4.937115183295027760e-06 4.959204229143745599e-06 5.006385436127016130e-06
4.789487752856069187e-06 4.819992656165689865e-06 4.866159268736718067e-06
4.932487966136465867e-06 4.971021709224513076e-06 5.040795865672396580e-06
5.265444698073204565e-06 5.302027671916329897e-06 5.385063603468637615e-06
5.399160900480003357e-06 5.431839255262459952e-06 5.498574445542990166e-06
5.125207595654008741e-06 5.160861804975925888e-06 5.192320192966178095e-06
4.666562704406129164e-06 4.706883380578468496e-06 4.696040216662692106e-06
4.422119684503275022e-06 4.461893715765543900e-06 4.427338575227368006e-06
4.444486452432854962e-06 4.477551495065418934e-06 4.455856651790102552e-06
4.413078102372994894e-06 4.439158589943577145e-06 4.439533465784285772e-06
4.184594427022764788e-06 4.210607927337605766e-06 4.208771373110748358e-06
4.036831643240153906e-06 4.063803671713593318e-06 4.049484927652466091e-06
4.198243773162301849e-06 4.214390649897395944e-06 4.211480985579255540e-06
4.450981734402413760e-06 4.447546156079680724e-06 4.470394453718618203e-06
4.518148652871875447e-06 4.502269795204244087e-06 4.526264064706100487e-06
4.532069616577787524e-06 4.516173841928790616e-06 4.527655935581135544e-06
4.669014345196380720e-06 4.653569471683125838e-06 4.680023985204414625e-06
4.729914161449536730e-06 4.706661464054865021e-06 4.753930565466229107e-06
4.580057611783652927e-06 4.553566509514446592e-06 4.592325259564607065e-06
